year,T_HS_in_K,net_output_kW,eta_ex_percent,Ed_total_W,ratio_Ede_percent,ratio_Edt_percent,ratio_Edp_percent,ratio_Edmix_percent,ratio_Edc_percent,ratio_Edt_h_percent,ratio_Edt_l_percent,ratio_Edp_1_percent,ratio_Edp_2_percent,ratio_Ede_pre_percent,ratio_Ede_hp_percent,ratio_Ede_lp_percent,lmtd_hp_K,lmtd_lp_K,P_e_lp_kPa,P_e_hp_kPa
0,423.15,4187.11870518587,44.1776285678057,4698197.08856255,33.4878719721908,25.2562508845752,3.65831496189167,0.0546505296111826,37.5429116517311,0.746885087489138,24.5093657970861,3.36562452941718,0.292690432474488,16.482695263272,16.8481559031931,0.157020805725773,17.5278665995007,5.10026415425652,2892.46824485268,3043.98
1,423.15,4187.11870518587,44.1776285678057,4698197.08856255,33.4878719721908,25.2562508845752,3.65831496189167,0.0546505296111826,37.5429116517311,0.746885087489138,24.5093657970861,3.36562452941718,0.292690432474488,16.482695263272,16.8481559031931,0.157020805725773,17.5278665995007,5.10026415425652,2892.46824485268,3043.98
2,423.15,4187.11870518587,44.1776285678057,4698197.08856255,33.4878719721908,25.2562508845752,3.65831496189167,0.0546505296111826,37.5429116517311,0.746885087489138,24.5093657970861,3.36562452941718,0.292690432474488,16.482695263272,16.8481559031931,0.157020805725773,17.5278665995007,5.10026415425652,2892.46824485268,3043.98
3,423.15,4187.11870518587,44.1776285678057,4698197.08856255,33.4878719721908,25.2562508845752,3.65831496189167,0.0546505296111826,37.5429116517311,0.746885087489138,24.5093657970861,3.36562452941718,0.292690432474488,16.482695263272,16.8481559031931,0.157020805725773,17.5278665995007,5.10026415425652,2892.46824485268,3043.98
4,423.15,4187.11870518587,44.1776285678057,4698197.08856255,33.4878719721908,25.2562508845752,3.65831496189167,0.0546505296111826,37.5429116517311,0.746885087489138,24.5093657970861,3.36562452941718,0.292690432474488,16.482695263272,16.8481559031931,0.157020805725773,17.5278665995007,5.10026415425652,2892.46824485268,3043.98
5,423.15,4187.11870518587,44.1776285678057,4698197.08856255,33.4878719721908,25.2562508845752,3.65831496189167,0.0546505296111826,37.5429116517311,0.746885087489138,24.5093657970861,3.36562452941718,0.292690432474488,16.482695263272,16.8481559031931,0.157020805725773,17.5278665995007,5.10026415425652,2892.46824485268,3043.98
6,423.15,4187.11870518587,44.1776285678057,4698197.08856255,33.4878719721908,25.2562508845752,3.65831496189167,0.0546505296111826,37.5429116517311,0.746885087489138,24.5093657970861,3.36562452941718,0.292690432474488,16.482695263272,16.8481559031931,0.157020805725773,17.5278665995007,5.10026415425652,2892.46824485268,3043.98
7,423.15,4187.11870518587,44.1776285678057,4698197.08856255,33.4878719721908,25.2562508845752,3.65831496189167,0.0546505296111826,37.5429116517311,0.746885087489138,24.5093657970861,3.36562452941718,0.292690432474488,16.482695263272,16.8481559031931,0.157020805725773,17.5278665995007,5.10026415425652,2892.46824485268,3043.98
8,423.15,4187.11870518587,44.1776285678057,4698197.08856255,33.4878719721908,25.2562508845752,3.65831496189167,0.0546505296111826,37.5429116517311,0.746885087489138,24.5093657970861,3.36562452941718,0.292690432474488,16.482695263272,16.8481559031931,0.157020805725773,17.5278665995007,5.10026415425652,2892.46824485268,3043.98
9,423.15,4187.11870518587,44.1776285678057,4698197.08856255,33.4878719721908,25.2562508845752,3.65831496189167,0.0546505296111826,37.5429116517311,0.746885087489138,24.5093657970861,3.36562452941718,0.292690432474488,16.482695263272,16.8481559031931,0.157020805725773,17.5278665995007,5.10026415425652,2892.46824485268,3043.98
