fluid,year,T_HS_in_K,P_e_lp_kPa,P_e_hp_kPa,DT_sh_lp_K,DT_sh_hp_K,match_score,net_output_target_kW,net_output_recovered_kW,lmtd_hp_target_K,lmtd_hp_recovered_K,lmtd_lp_target_K,lmtd_lp_recovered_K,single_figure
R1234YF,0,423.15,2892.46824485268,3043.98,0.452925628668237,18.0793005197219,0.00274893022888924,4187.11870518587,4187.04657278896,17.5278665995007,17.5278665995007,5.10026415425652,5.11410869786449,D:\云大文件\论文\地热双压 ORC 在长期运行退化下的性能演化与运行策略优化\code\model\figures_tq_curves_r1234yf_r1234zee\R1234YF_tq_curve_year_0.png
R1234ZEE,0,423.15,3096.61745746004,3271.41,0.527582958398437,2,0.00135821090697843,4783.88382938005,4783.83305108349,17.940680545148,17.9406805451483,5.10718371153051,5.10035549880375,D:\云大文件\论文\地热双压 ORC 在长期运行退化下的性能演化与运行策略优化\code\model\figures_tq_curves_r1234yf_r1234zee\R1234ZEE_tq_curve_year_0.png
