year,T_HS_in_K,net_output_kW,eta_ex_percent,Ed_total_W,ratio_Ede_percent,ratio_Edt_percent,ratio_Edp_percent,ratio_Edmix_percent,ratio_Edc_percent,ratio_Edt_h_percent,ratio_Edt_l_percent,ratio_Edp_1_percent,ratio_Edp_2_percent,ratio_Ede_pre_percent,ratio_Ede_hp_percent,ratio_Ede_lp_percent,lmtd_hp_K,lmtd_lp_K,P_e_lp_kPa,P_e_hp_kPa
0.0,423.15,4346.98900541446,45.8643948717499,4020274.55122013,38.4184489380283,27.4984657492502,1.61889845313282,0.180853035574226,32.2833338240145,7.43101749633686,20.0674482529133,0.781111783727024,0.837786669405796,10.2238027374512,18.8681752593387,9.32647094123834,30.8572025055306,26.8302721458478,896.684438936,1967.87892869067
1.0,423.15,4346.98900541446,45.8643948717499,4020274.55122013,38.4184489380283,27.4984657492502,1.61889845313282,0.180853035574226,32.2833338240145,7.43101749633686,20.0674482529133,0.781111783727024,0.837786669405796,10.2238027374512,18.8681752593387,9.32647094123834,30.8572025055306,26.8302721458478,896.684438936,1967.87892869067
2.0,423.15,4346.98900541446,45.8643948717499,4020274.55122013,38.4184489380283,27.4984657492502,1.61889845313282,0.180853035574226,32.2833338240145,7.43101749633686,20.0674482529133,0.781111783727024,0.837786669405796,10.2238027374512,18.8681752593387,9.32647094123834,30.8572025055306,26.8302721458478,896.684438936,1967.87892869067
3.0,423.15,4346.98900541446,45.8643948717499,4020274.55122013,38.4184489380283,27.4984657492502,1.61889845313282,0.180853035574226,32.2833338240145,7.43101749633686,20.0674482529133,0.781111783727024,0.837786669405796,10.2238027374512,18.8681752593387,9.32647094123834,30.8572025055306,26.8302721458478,896.684438936,1967.87892869067
4.0,423.15,4346.98900541446,45.8643948717499,4020274.55122013,38.4184489380283,27.4984657492502,1.61889845313282,0.180853035574226,32.2833338240145,7.43101749633686,20.0674482529133,0.781111783727024,0.837786669405796,10.2238027374512,18.8681752593387,9.32647094123834,30.8572025055306,26.8302721458478,896.684438936,1967.87892869067
5.0,423.15,4346.98900541446,45.8643948717499,4020274.55122013,38.4184489380283,27.4984657492502,1.61889845313282,0.180853035574226,32.2833338240145,7.43101749633686,20.0674482529133,0.781111783727024,0.837786669405796,10.2238027374512,18.8681752593387,9.32647094123834,30.8572025055306,26.8302721458478,896.684438936,1967.87892869067
6.0,423.15,4346.98900541446,45.8643948717499,4020274.55122013,38.4184489380283,27.4984657492502,1.61889845313282,0.180853035574226,32.2833338240145,7.43101749633686,20.0674482529133,0.781111783727024,0.837786669405796,10.2238027374512,18.8681752593387,9.32647094123834,30.8572025055306,26.8302721458478,896.684438936,1967.87892869067
7.0,423.15,4346.98900541446,45.8643948717499,4020274.55122013,38.4184489380283,27.4984657492502,1.61889845313282,0.180853035574226,32.2833338240145,7.43101749633686,20.0674482529133,0.781111783727024,0.837786669405796,10.2238027374512,18.8681752593387,9.32647094123834,30.8572025055306,26.8302721458478,896.684438936,1967.87892869067
8.0,423.15,4346.98900541446,45.8643948717499,4020274.55122013,38.4184489380283,27.4984657492502,1.61889845313282,0.180853035574226,32.2833338240145,7.43101749633686,20.0674482529133,0.781111783727024,0.837786669405796,10.2238027374512,18.8681752593387,9.32647094123834,30.8572025055306,26.8302721458478,896.684438936,1967.87892869067
9.0,423.15,4346.98900541446,45.8643948717499,4020274.55122013,38.4184489380283,27.4984657492502,1.61889845313282,0.180853035574226,32.2833338240145,7.43101749633686,20.0674482529133,0.781111783727024,0.837786669405796,10.2238027374512,18.8681752593387,9.32647094123834,30.8572025055306,26.8302721458478,896.684438936,1967.87892869067
