fluid,year,T_HS_in_K,T_HS_in_C,ratio_unused_total_percent,ratio_Ede_total_percent,ratio_Edt_total_percent,ratio_Edc_total_percent,ratio_Edp_total_percent,ratio_sum_total_percent
R245FA,40,389.809810262596,116.659810262596,28.64417514349083,29.788062687480675,16.265971057256582,24.82431783052517,0.4774732812467882,100.00000000000004
R245FA,35,394.463058243324,121.313058243324,27.297838875899817,30.26736270438478,16.974801370600797,24.93862122508024,0.5213758240343747,100.0
R245FA,30,400.072878133339,126.922878133339,25.752665300728506,30.74746616345752,17.825066085634717,25.09511660864748,0.5796858415318075,100.00000000000004
R245FA,25,407.055256013421,133.90525601342102,24.4989447181748,30.81190113838486,18.88461110886668,25.138069121251192,0.6664739133225535,100.00000000000009
R245FA,20,416.14796566506,142.99796566506,22.58029153659725,30.888833106111687,20.31897133959882,25.41701727304312,0.7948867446491119,99.99999999999996
R245FA,0,423.15,150.0,21.124413979941373,30.74044560473302,21.494358071976844,25.724557609202133,0.9162247341466078,100.0
R245FA,5,423.15,150.0,21.124413979941373,30.74044560473302,21.494358071976844,25.724557609202133,0.9162247341466078,100.0
R245FA,10,423.15,150.0,21.124413979941373,30.74044560473302,21.494358071976844,25.724557609202133,0.9162247341466078,100.0
R245FA,15,423.15,150.0,21.124413979941373,30.74044560473302,21.494358071976844,25.724557609202133,0.9162247341466078,100.0
