P_e_lp_kPa,P_e_hp_kPa,T_sat_lp_K,T_sat_hp_K,W_net_kW,eta_thermal_percent,eta_sys_percent,m_HP_kg_s,m_LP_kg_s
412.586692016123,666.951866329958,329.202722206862,346.574567675805,968.732259951556,5.7854590287026,2.89102016734765,43.2295236708914,36.1775044553388
