P_e_lp_kPa,P_e_hp_kPa,T_sat_lp_K,T_sat_hp_K,W_net_kW,eta_thermal_percent,eta_sys_percent,m_HP_kg_s,m_LP_kg_s
696.727296362521,1568.17438853652,348.257355474626,383.061754306714,3815.80983031799,10.3459995110179,6.96554965325327,100.731196022199,59.3574495399541
