P_e_lp_kPa,P_e_hp_kPa,T_sat_lp_K,T_sat_hp_K,W_net_kW,eta_thermal_percent,eta_sys_percent,m_HP_kg_s,m_LP_kg_s
393.659938226807,861.781065020371,347.058219070815,381.548625905182,3708.79080365077,10.2259055025125,6.7701923432085,50.1819077082644,32.8428876079962
