P_e_lp_kPa,P_e_hp_kPa,T_sat_lp_K,T_sat_hp_K,W_net_kW,eta_thermal_percent,eta_sys_percent,m_HP_kg_s,m_LP_kg_s
1249.24483003574,2524.92924707851,349.638568408473,386.433281893802,3869.87194302116,10.2286367473618,7.06423704784033,62.9176477297587,32.6421814973003
