P_e_lp_kPa,P_e_hp_kPa,T_sat_lp_K,T_sat_hp_K,W_net_kW,eta_thermal_percent,eta_sys_percent,m_HP_kg_s,m_LP_kg_s
1541.30816468557,2259.88758910171,330.364820030464,347.888457488343,970.588262739581,5.42081973476011,2.8965590987043,69.6277814513858,47.1044734134423
